title,rating,body,author,date,processed_body
Es pequeño,"3,0 de 5 estrellas","Bueno eso tamaño es muy pequeño, pero va muy bien",Maria Fernanda Saavedra,Revisado en España el 8 de abril de 2024,bueno tamaño pequeño va
Estupenda,"4,0 de 5 estrellas",Es una cafetera rápida y fácil de limpiar. Funciona muy bien y su modelo y tamaño son coquetos y perfectos.,Ester,Revisado en España el 7 de abril de 2024,rápida fácil limpiar funciona modelo tamaño coquetos perfectos
"Perfecta por su precio, perfecta para una persona","5,0 de 5 estrellas","Sabía que sería pequeña, pero lo es de verdad. Solo para un par de tazas de café, perfecta para alguien que solo necesite eso. Completándolo, una jarra de buen aspecto y calidad, buen funcionamiento y resistencias, y fácil de limpiar. A un precio de menos de 25 € , me parece un producto perfecto, sin más, sin menos. No es el chollo del siglo, no es un aparato increíble; solo es una buena cafetera tipo melita de estupendo aspecto, funcionamiento y materiales. Firmaba yo por que todo fuera así...",J.G.Vía,Revisado en España el 4 de abril de 2024,sabía pequeña verdad solo par tazas perfecta alguien solo necesite completándolo jarra buen aspecto calidad buen funcionamiento resistencias fácil limpiar precio menos parece producto perfecto menos chollo siglo aparato increíble solo tipo melita estupendo aspecto funcionamiento materiales firmaba así
Malisima,"1,0 de 5 estrellas","No la recomiendo. Muy pequeña, se atasca y no ha durado ni dos meses. He intentado ponerme en contacto con el servicio técnico de Ufesa y no responden",Vicky,Revisado en España el 1 de abril de 2024,recomiendo pequeña atasca durado intentado ponerme contacto servicio técnico ufesa responden
Buen producto lastima de repartidor,"3,0 de 5 estrellas",El producto esta bien pero el repartidor dejo el producto en el ascensor y se largo. Cualquiera podria haberlo robado.,Julen,Revisado en España el 29 de marzo de 2024,producto repartidor dejo producto ascensor largo cualquiera podria haberlo robado
Buen producto,"4,0 de 5 estrellas",En general cumple con las espectativas,MARCIAL GARCIA MORENO,Revisado en España el 28 de marzo de 2024,general cumple espectativas
Averiado,"1,0 de 5 estrellas",De 13 de Diciembre a 13 de Marzo. A empezado a tirar café por los lados cuando lo estas preparando.,Francisco,Revisado en España el 25 de marzo de 2024,diciembre marzo empezado tirar lados preparando
Defectuosa por mala calidad,"1,0 de 5 estrellas","La cafetera derrama 3/4 de café en la encimera y cae en el vaso de la cafetera 1/4, al pasar 30 días, en ml caso 37 días por abrirla tarde, no te la cambian, lo que me hacia comprar por aquí era su gran respuesta al usuario, se ve que la perdido con sus nuevss políticas, como a este usuario.",Juanma,Revisado en España el 21 de marzo de 2024,derrama encimera cae vaso pasar días ml caso días abrirla tarde cambian hacia comprar aquí gran respuesta usuario ve perdido nuevss políticas usuario
Magnífica,"5,0 de 5 estrellas",Es estupenda.,Carmen,Revisado en España el 18 de marzo de 2024,estupenda
Cafetera,"4,0 de 5 estrellas","Cafetera sencilla,pero de momento bien.",Ricardo,Revisado en España el 17 de marzo de 2024,sencilla momento
Una auténtica porqueria,"1,0 de 5 estrellas",Una cafetera de plástico fino q da miedo tocar por si se rompe. No la recomiendo en absoluto.,Mónica Martínez González,Revisado en España el 15 de marzo de 2024,plástico fino q da miedo tocar rompe recomiendo absoluto
Es muy util,"5,0 de 5 estrellas",Es una cafetera muy comoda,Roto,Revisado en España el 14 de marzo de 2024,comoda
rapida,"4,0 de 5 estrellas","la primera me llego rota, pedid devolucion y al dia siguiente tenia ya el cambio, por ahora contento con el funcionamiento y mucho con el vendedor",luis,Revisado en España el 14 de marzo de 2024,primera llego rota pedid devolucion dia siguiente tenia cambio ahora contento funcionamiento vendedor
Ha dejado de funcionar,"1,0 de 5 estrellas","La cafetera nos es muy buena, ya descambie una porque pegaba petardazos y está con el tiempo hace lo mimos. Parace más un juguete que un electrodomésticos. Por algo más puedes comprarte algo más calidad",JOSE SERRANO,Revisado en España el 14 de marzo de 2024,descambie pegaba petardazos tiempo mimos parace juguete electrodomésticos puedes comprarte calidad
Muy buena calidad precio,"5,0 de 5 estrellas",Fue un regalo de Navidad y gustó muchisimo,Luci,Revisado en España el 6 de marzo de 2024,regalo navidad gustó muchisimo
Baja calidad,"1,0 de 5 estrellas","Solo me gusto su

color,pero no funciona correctamente

No me gusto.",Silvia from Irlanda.,Revisado en España el 2 de marzo de 2024,solo gusto color funciona correctamente gusto
Rapida,"4,0 de 5 estrellas","Al los 11 meses sin golpe ni nada,se ha rajado la base de cristal de la jarra. Tengo otras,y nunca había pasado,así,sin golpe alguno.",M T P,Revisado en España el 28 de febrero de 2024,golpe rajado base cristal jarra nunca pasado así golpe alguno
Pequeña,"5,0 de 5 estrellas","Es muy bonita,abulta muy poco,muy pequeña,donde pone una taza hay que poner dos.",María,Revisado en España el 27 de febrero de 2024,bonita abulta pequeña pone taza poner
Mejorable,"4,0 de 5 estrellas","Hace bien el café pero la calidad del material es pésima. Es plástico malo para lo que cuesta. De tener una de mejor calidad (también Ufesa) a esta que se supone que es mejor, pues para nada. Así pasa con todo , cobrar más y calidad de los materiales de lo peor en China.",Javier,Revisado en España el 26 de febrero de 2024,calidad material pésima plástico malo cuesta tener mejor calidad ufesa supone mejor pues así pasa cobrar calidad materiales peor china
Excelente,"5,0 de 5 estrellas","Muy buen electrodoméstico, además comprado aprecio bajo durante el Black Friday excelente el café",DAVID14,Revisado en España el 24 de febrero de 2024,buen electrodoméstico además comprado aprecio bajo black friday excelente
Decepción,"2,0 de 5 estrellas","Nos ha decepcionado mucho. Si la usas a su máxima capacidad los posos caen a la jarra, es más, el agua a veces se sale por arriba. Creemos que es porque echa el agua demasiado rápido, no da tiempo a empaparse el café y se forma balsa. Solo se puede evitar si pones la mitad de café, y de agua claro porque si no sale el café muy aguado. La única parte positiva que le saco es que es muy compacta y abulta poco, por eso le doy dos estrellas y no solo una. NO la recomiendo.",SPS,Revisado en España el 21 de febrero de 2024,decepcionado usa máxima capacidad posos caen jarra veces sale arriba creemos echa demasiado rápido da tiempo empaparse forma balsa solo puede evitar pone mitad claro sale aguado única parte positiva saco compacta abulta doy estrellas solo recomiendo
Plástico malo,"3,0 de 5 estrellas",Mala calidad de plastico,ELENA,Revisado en España el 17 de febrero de 2024,mala calidad plastico
Ocupa poco espacio.,"5,0 de 5 estrellas",Muy práctica para sitios pequeños.,Mónica Picón,Revisado en España el 9 de febrero de 2024,práctica sitios pequeños
Buena,"3,0 de 5 estrellas",Me gusta el color es pequeña ocupa poco espacio es rápida a la hora de sacar el café pero no entiendo porque a veces se me sale el café y otra no a veces me a formado una escapampada interesante de café en el banco de la cocina,Sandra,Revisado en España el 5 de febrero de 2024,gusta color pequeña ocupa espacio rápida hora sacar entiendo veces sale veces formado escapampada interesante banco cocina
Tamaño compacto,"4,0 de 5 estrellas","La cafetera tiene un tamaño ideal para espacios reducidos, la calidad del material de la maquina es prácticamente todo plástico aparentemente no muy resistente, no me acaba de convencer, veremos que resultado da con el tiempo. El café se elabora correctamente.",SGM65,Revisado en España el 27 de enero de 2024,tamaño ideal espacios reducidos calidad material maquina prácticamente plástico aparentemente resistente acaba convencer veremos resultado da tiempo elabora correctamente
Excelente cafetera muy buena calidad,"5,0 de 5 estrellas",Muy buena calidad,José,Revisado en España el 21 de enero de 2024,calidad
Rapidez en la entrega,"5,0 de 5 estrellas","Me encanta
Súper practico
Justo lo que quería",Goyi asenjo Sánchez,Revisado en España el 18 de enero de 2024,encanta súper practico justo quería
Perfecta,"5,0 de 5 estrellas","Comprada para sustituir el mismo modelo de hace muuuchos años. El manejo es igual de sencillo, funciona igual de bien y elabora un buen café rápidamente. Por poner un pero, los materiales plásticos de antaño tenían aquel tacto consistente y menos endeble que los de ahora.",Newyes ...,Revisado en España el 15 de enero de 2024,comprada sustituir mismo modelo muuuchos años manejo igual sencillo funciona igual elabora buen rápidamente poner materiales plásticos antaño aquel tacto consistente menos endeble ahora
Lamentable. Taza muy débil.,"1,0 de 5 estrellas","La acabo de recibir, la limpio, ROZA con el fregadero y revienta. No la compréis, no me molesto ni en intentar devolverla. A la basura.",Don Ra,Revisado en España el 15 de enero de 2024,acabo recibir limpio roza fregadero revienta compréis molesto intentar devolverla basura
Café listo en 3 mnts,"4,0 de 5 estrellas","Te hace el café súper rápido, me encanta. Calidad de materiales normalitos.",David Noriega,Revisado en España el 15 de enero de 2024,súper rápido encanta calidad materiales normalitos
"pequeña, para dos personas máx.","4,0 de 5 estrellas","Pensé que era un poco más grande. es bastante pequeña pero bueno, hace su función y el filtro reutilizable está muy bien.",Alejandro Fernández Montero,Revisado en España el 14 de enero de 2024,pensé grande bastante pequeña bueno función filtro reutilizable
Perfecto,"5,0 de 5 estrellas",Funciona genial,Cliente Amazon,Revisado en España el 8 de enero de 2024,funciona genial
Buena relación calidad precio 👍,"4,0 de 5 estrellas",Entregado antes de la fecha 👍,Cachito,Revisado en España el 8 de enero de 2024,entregado fecha
Regular,"2,0 de 5 estrellas","Según pone aquí hay para 0.6 litros pero a nosotros si cubrimos hasta el 4 se no derrama todo el agua por debajo,solo podemos poner hasta el 3 para que no se no derrame,pero bueno",Estefanía,Revisado en España el 7 de enero de 2024,según pone aquí litros cubrimos derrama debajo solo podemos poner derrame bueno
Justo lo que debe ser,"5,0 de 5 estrellas",Pequeña. Bonita. Hace el café rápido y caliente. Es justo lo que se anuncia. Perfecta y compacta para una cocina pequeña,Fátima,Revisado en España el 27 de diciembre de 2023,pequeña bonita rápido caliente justo anuncia perfecta compacta cocina pequeña
Cafetera de poco uso,"1,0 de 5 estrellas","La cafetera es un timo. Cuando le echas el agua, a las dos semanas se sale por todos lados. El café no se pone lo suficientemente caliente para beber...",Paco,Revisado en España el 20 de diciembre de 2023,timo echas semanas sale lados pone suficientemente caliente beber
"Cafetera buena, bonita y barata","5,0 de 5 estrellas","Hace el café muy bien, tiene su propio filtro lavable, la jarra encaja perfecta para que no se quede mal metida y se derrame el café como otras, es muy bonita y a buen precio, no se puede pedir más",Susan Cengor,Revisado en España el 19 de diciembre de 2023,propio filtro lavable jarra encaja perfecta quede mal metida derrame bonita buen precio puede pedir
Muy justita,"3,0 de 5 estrellas",Cumple pero no es lo mejor,david,Revisado en España el 4 de diciembre de 2023,cumple mejor
Compacta,"5,0 de 5 estrellas","Cafetera básica pero eficaz, buen café.
Con filtro reutilizable.",Alberto Expósito Cortés,Revisado en España el 2 de diciembre de 2023,básica eficaz buen filtro reutilizable
El café sale riquísimo,"5,0 de 5 estrellas",Me encanta esta cafetera!,julia,Revisado en España el 30 de noviembre de 2023,encanta
LO BARATO SALE CARO,"1,0 de 5 estrellas","EDITO LA OPINION: Comprada en junio (unos 8 meses) al ponernos a hacer café se sale por todas partes. La válvula que presiona la cafetera funciona, está limpia, no está atascada. No entiendo el problema pero la cosa es que la cafetera ahora mismo es para tirar a la basura.

SEGUNDA EDICIÓN: A fecha de hoy (6 de abril 2024) no sólo se sale el café sino que también se ha roto el filtro ""permanente"". Lo barato sale caro...",Juan Luis,Revisado en España el 19 de noviembre de 2023,edito opinion comprada junio ponernos hacer sale toda partes válvula presiona funciona limpia atascada entiendo problema cosa ahora mismo tirar basura segunda edición fecha hoy abril sólo sale sino roto filtro permanente barato sale caro
cafetera,"5,0 de 5 estrellas","envio rapido, facil de usar",Jeannette Benedetto,Revisado en España el 17 de noviembre de 2023,envio rapido facil usar
Muy funcional,"5,0 de 5 estrellas","Funciona muy bien, muy sencilla, hace el café potente. Estoy contenta con ella.",Elsa Castelo Alvarez,Revisado en España el 8 de noviembre de 2023,funciona sencilla potente contenta
Bien pero…,"4,0 de 5 estrellas","…muy pequeña, dos tazas grandes entran.",Jorge M.,Revisado en España el 6 de noviembre de 2023,pequeña tazas grandes entran
Hasta ahora funciona perfecto,"5,0 de 5 estrellas","Es rápida, de limpia fácil, es práctica",Alexmar Sanchez,Revisado en España el 5 de noviembre de 2023,rápida limpia fácil práctica
Perfecta de tamaño,"5,0 de 5 estrellas","De momento me va genial. No la quería demasiado grande para q no me ocupe mucho en la encimera de la cocina. No sé sale el agua ni sale mal ....el café sale bien 👍. Lo único malo es que pesa muy muy poco y al sacar la jarra tienes que sujetar para sacarla, pero por lo demás muy contenta",Gema Cortés López,Revisado en España el 4 de noviembre de 2023,momento va genial quería demasiado grande q ocupe encimera cocina sé sale sale mal sale único malo pesa sacar jarra sujetar sacarla demás contenta
No está mal,"4,0 de 5 estrellas","Compré la versión chula, la negra con toques cromados, pero es de plástico. Eso sí, funciona muy bien.",soyserge,Revisado en España el 3 de noviembre de 2023,compré versión chula negra toque cromados plástico funciona
Es como en la foto,"5,0 de 5 estrellas",Es muy fácil de usar,Luisa,Revisado en España el 2 de noviembre de 2023,fácil usar
"Llego rápido, como deberían de ser con todo pero no!!","4,0 de 5 estrellas",Me gusta todo menos el filtro que es plástico!!!,Nélida Diaz,Revisado en España el 30 de octubre de 2023,gusta menos filtro plástico
Buena cafetera,"4,0 de 5 estrellas","La cafetera de toda la vida. En general funciona muy bien. La estética nos gusta mucho, alta y estrecha. El material es plástico y aunque encaje y vaya todo bien: la sensación es que no es el mejor material posible. Confiaremos en que la apariencia nos engañe y no se estropee pronto.

La jarra encaja bien y apenas se mueve una vez fijada.

Contentos tras varios días de uso.",Víctor,Revisado en España el 23 de abril de 2023,toda vida general funciona estética gusta alta estrecha material plástico aunque encaje vaya sensación mejor material posible confiaremos apariencia engañe estropee pronto jarra encaja apenas mueve vez fijada contentos tras varios días uso
Funciona de lujo,"5,0 de 5 estrellas","No engañaré diciendo que no hecho en falta que tuviese alguna funcionalidad , pero para el precio que tiene se sobra y se basta .
6 tazas de café dice que hace , calculo a ojo hará medio litro o así.
Funcionamiento sencillo , es pulsar el único botón que tiene habiéndola cargado de cafe y agua previamente en cada uno de sus compartimentos .
Cuando termina mantiene la temperatura del café media hora con una placa calefactora que tiene en la base del soporte de la jarra y se enciende automáticamente al terminar el proceso de extracción (de uso exclusivo para eso , puedes hacerla funcionar si a posteriori se enciende la cafetera sin tener nivel de agua en el depósito, pero no es eficiente ya que tarda mucho en recalentar el café) Se hecha en falta que eso fuese posible .
Por lo demás es pequeña , ligera , parece de una casa de muñecas como dicen por ahí. Diseño OK , agradable.
Hace un café muy rico y rápido (5/10 minutos las 6 tazas ) , según el agua que le hechas hace más o menos , cuando detecta que no tiene nivel de agua enciende la placa y mantiene la temperatura, si hechas mas agua al depósito a medida que vacia continua haciendo, la jarra tiene bastante margen podrias hacer mas de 6 tazas en realidad . Si quitas la jarra durante el proceso se para y cuando la colocas continúa. Fin, no tiene más.
Muy contento con ella , la verdad .
Si quieres algo sencillo para dos personas o mismo una , este modelo te irá bien .",Cliente X,Revisado en España el 18 de agosto de 2023,engañaré diciendo hecho falta alguna funcionalidad precio sobra basta tazas dice calculo ojo hará medio litro así funcionamiento sencillo pulsar único botón habiéndola cargado previamente cada compartimentos termina mantiene temperatura medium hora placa calefactora base soporte jarra enciende automáticamente terminar proceso extracción uso exclusivo puedes hacerla funcionar posteriori enciende tener nivel depósito eficiente tarda recalentar hecha falta posible demás pequeña ligera parece casa muñecas dicen ahí diseño ok agradable rico rápido minutos tazas según hechas menos detecta nivel enciende placa mantiene temperatura hechas ma depósito medida vacia continuum haciendo jarra bastante margen podrias hacer ma tazas realidad quitas jarra proceso colocas continúa fin contento verdad quieres sencillo persona mismo modelo irá
SENCILLA Y PRÁCTICA,"5,0 de 5 estrellas",El precio que tiene es muy bueno y la cafetera cumple perfectamente su función. Sencilla y práctica.,José Jiménez,Revisado en España el 14 de julio de 2024,precio bueno cumple perfectamente función sencilla práctica
Defectuosa,"1,0 de 5 estrellas","Se sale todo el agua y el café por donde el filtro a borbotones, no me llena ni una décima parte de la jarra y tengo que estar pendiente para recoger la cantidad de agua que se sale. Los materiales son plástico de segunda, muy endebles. Porqué me la habré comprado!!!
Definitivamente no puedo usarla. Tendré que comprar una nueva.",Elena,Revisado en España el 5 de julio de 2024,sale filtro borbotones llena décima parte jarra pendiente recoger cantidad sale materiales plástico segunda endebles porqué comprado definitivamente puedo usarla comprar nueva
Cómodo,"5,0 de 5 estrellas",Es lo que esperaba,Nuria,Revisado en España el 15 de julio de 2024,esperaba
Muy buena,"5,0 de 5 estrellas",La tengo bastante tiempo y va de maravilla.,Javier,Revisado en España el 2 de julio de 2024,bastante tiempo va maravilla
Cafetera,"3,0 de 5 estrellas",Parece que hace su función pero me parece de juguete.,Alf,Revisado en España el 18 de julio de 2024,parece función parece juguete
Demasiado pequeña para varías personas,"3,0 de 5 estrellas",Demasiado endeble el plástico del filtro y difícil de colocar.,Lola,Revisado en España el 19 de julio de 2024,demasiado endeble plástico filtro difícil colocar
Coincido en su apariencia endeble y frágil,"2,0 de 5 estrellas","A pesar de leer varias reseñas negativas me he decidido por costar 29 euros para una cafetera de 12 tazas ( 1.2 l)
La cafetera funciona bien y es rápida. En apenas 10 minutos ha llenado la jarra de café y el sabor es bueno. Hay que decir que pese a que los fabricantes dicen que si el tamaño de la ducha y otros factores, el goteo es el goteo … se forma una piscina de agua caliente con café infusionado y va cayendo a la jarra por lo que no hay diferencia ostensible entre cafeteras en cuanto al sabor.
El problema es la pieza de plástico que alberga el filtro ( viene con uno fijo pero se pueden usar filtros vegetales del número 2 ) esta pieza de plástico es muy endeble y cuando la abres te llevas la cafetera … hay que hacerlo con cuidado y encajarla es complicado, cuesta encontrar el punto para que quede encajada. Si nueva ya es una operación delicada, veremos cuando se haya abierto muchas veces.
Lo mismo pasa con la jarra, cuando está llena al sacarla te llevas contigo la cafetera que pesa muy poco y al ser de plástico y estar todo el peso en la jarra hay que tener cuidado.
He tenido cafeteras más robustas y que no dan la sensación de juguete de niños, esta cafetera no trasmite una sensación de solidez ni de materiales de calidad, ahora bien… hay cafeteras caras y aparentemente buenas que a los seis meses tardan 3 horas en hacer una jarra porque están atascadas y dejan de ser eficientes … por lo que lo que va a ser definitivo es la evolución que tenga con el uso y el desgaste y desajuste lógicos. Creo que no es una cafetera para preparar 4 o 5 cafeteras al día … pero era lo máximo que podía invertir en este momento.",Manuel Benedicto,Revisado en España el 24 de mayo de 2023,pesar leer varias reseñas negativas decidido costar euro tazas l funciona rápida apenas minutos llenado jarra sabor bueno decir pese fabricantes dicen tamaño ducha factores goteo goteo forma piscina caliente infusionado va cayendo jarra diferencia ostensible cafeteras cuanto sabor problema pieza plástico alberga filtro viene fijo pueden usar filtros vegetales número pieza plástico endeble abres llevas hacerlo cuidado encajarla complicado cuesta encontrar punto quede encajada nueva operación delicada veremos abierto muchas veces mismo pasa jarra llena sacarla llevas contigo pesa ser plástico peso jarra tener cuidado cafeteras robustas dan sensación juguete niños trasmite sensación solidez materiales calidad ahora cafeteras caras aparentemente buenas seis tardan horas hacer jarra atascadas dejan ser eficientes va ser definitivo evolución uso desgaste desajuste lógicos creo preparar cafeteras día máximo podía invertir momento
Se ve una cafetera frágil. A los dos meses se quemó la base.,"3,0 de 5 estrellas","Dos meses despues de usarla. Se confirmaron las sensaciones que describo más abajo de esta reseña en la fecha de la compra. La parte inferior de la cafetera se quemó. En la zona de la base donde mantiene la jarra caliente. Se fundió el plástico con un gran olor a quemado. Menos mal que mi encimera es de Silestone.
Me puse en contacto con el servicio de atención al cliente de UFESA. Y por no tener servicio técnico en mi zona. Me mandaron después de enviarle el ticket de compra, una nueva.
Mis sensaciones al recibirl la cafetera :Es una cafetera pequeña. Con capacidad para 10 tazas aunque pone 12. Pero la construcción es un poco endeble. Plásticos muy finos. Con ajustes débiles. El filtro da la sección de deteriorarse en poco tiempo.",LUIS,Revisado en España el 23 de septiembre de 2023,despues usarla confirmaron sensaciones describo abajo reseña fecha compra parte inferior quemó zona base mantiene jarra caliente fundió plástico gran olor quemado menos mal encimera silestone puse contacto servicio atención cliente ufesa tener servicio técnico zona mandaron después enviarle ticket compra nueva sensaciones recibirl pequeña capacidad tazas aunque pone construcción endeble plásticos finos ajustes débiles filtro da sección deteriorarse tiempo
"Buen café, compacta y más rápida de lo que pensaba","5,0 de 5 estrellas","Compramos la de seis tazas, llegó súper rápido y sin caja de Amazon solo con la caja del fabricante como si la compras en cualquier tienda a petición nuestra por ahorrar cartón y llegó perfecta.
Es fácil de usar y de dosificar el café ya que trae un cacito o cucharita para ello.
Tiene filtro permanente lavable.
El único fallo que le podría poner es que el muelle que hace que si retiras la jarra mientras se hace el café esté deje de salir no va muy fino y el café (menos cantidad pero cae) cae en la superficie caliente donde va la jarra y que si te pasas echando café en el filtro la lías parda, lo sé por experiencia.
Pero la recomiendo al 100%",Izaskun,Revisado en España el 29 de junio de 2023,compramos seis tazas llegó súper rápido caja solo caja fabricante compras cualquier tienda petición ahorrar cartón llegó perfecta fácil usar dosificar trae cacito cucharita ello filtro permanente lavable único fallo podría poner muelle retiras jarra mientras deje salir va fino menos cantidad cae cae superficie caliente va jarra pasas echando filtro lías parda sé experiencia recomiendo
Cafetera básica,"4,0 de 5 estrellas","Cafetera básica con filtro, esperaba mejor calidad del producto es funcional hace el café, pero esperaba mejor calidad como tal apenas pesa es plástico,espero que dure al menos",Makakinder,Revisado en España el 27 de septiembre de 2023,básica filtro esperaba mejor calidad producto funcional esperaba mejor calidad tal apenas pesa plástico espero dure menos
Es rápida y no hace mal café de filtro,"4,0 de 5 estrellas",Me gusta que hace rápido el café. Cierra bien la parte del deposito de café pero no me gusta el filtro que viene incorporado. Lo quito y sigo usando de papel como en las cafeteras anteriores que he tenido. Es de 12 tazas y le pongo 11 cucharadas de postre colmadas. Para mi gusto está perfecto. Ya depende si lo quieren más flojo o más fuerte. Otra cosa que no me convence es que la tapadera de la jarra no se puede quitar para lavar fácilmente 🤷 es acostumbrarse supongo.,Mayte Martínez,Revisado en España el 5 de noviembre de 2022,gusta rápido cierra parte deposito gusta filtro viene incorporado quito sigo usando papel cafeteras anteriores tazas pongo cucharadas postre colmadas gusto perfecto depende quieren flojo fuerte cosa convence tapadera jarra puede quitar lavar fácilmente acostumbrarse supongo
Justo lo que quería,"4,0 de 5 estrellas","Quería una cafetera que no fuera muy grande. He tenido otras de 12 tazas y luego nunca necesitaba hacer 12 café. Normalmente la uso para una o dos personas. Como mucho 6. Esta es chiquitita pero suficiente. Funciona perfectamente. Fácil de usar. El café sale rico, bueno como en cualquier cafetera de goteo. Para mí era importante que se apagara sola para no preocuparme en el trabajo si apagué la cafetera antes de salir de casa. Barata. Eso sí, los materiales no son de mucha calidad. Digamos que por el precio que tiene tampoco se puede pedir más.",Blanca,Revisado en España el 22 de septiembre de 2022,quería grande tazas luego nunca necesitaba hacer normalmente uso persona chiquitita suficiente funciona perfectamente fácil usar sale rico bueno cualquier goteo importante apagara sola preocuparme trabajo apagué salir casa barata materiales mucha calidad digamos precio tampoco puede pedir
Cumple bien su función y prepara el café rápidamente.,"4,0 de 5 estrellas",Me gusta la facilidad de uso y el hecho de ser pequeña y ocupar poco espacio. Me gusta menos el hecho de que el material del receptáculo del filtro parece un poco endeble pero admito que esta opinión quizás es subjetiva y el tiempo dirá si es o no es así.,isi,Revisado en España el 16 de mayo de 2023,gusta facilidad uso hecho ser pequeña ocupar espacio gusta menos hecho material receptáculo filtro parece endeble admito opinión quizás subjetiva tiempo dirá así
Hemos vuelto,"4,0 de 5 estrellas","Después de utilizar cafeteras con cápsulas, hemos vuelto a esta cafetera que ya conocíamos de años anteriores y no nos ha defraudado, todo lo contrario, hemos vuelto a disfrutar de aromas y sabores del buen café",José,Revisado en España el 23 de julio de 2023,después utilizar cafeteras cápsulas vuelto conocíamos años anteriores defraudado contrario vuelto disfrutar aroma sabores buen
Más pequeña de lo que parece,"4,0 de 5 estrellas","Una cafetera de goteo muy cuca y sencillita.

Es muy pequeña, hay que fijarse en las medidas.

Tiene filtro lavable, y menos mal, porque el tamaño más pequeño de los filtros de papel le queda grande.

Buena cafetera si no se suele tomar mucho café, o son pocos a tomarlo.",NacLo,Revisado en España el 12 de marzo de 2023,goteo cuca sencillita pequeña fijarse medidas filtro lavable menos mal tamaño pequeño filtros papel queda grande suele tomar pocos tomarlo
Buen café,"5,0 de 5 estrellas","Buen café, la verdad no sale con facilidad la jarra ni se mete con suavidad tampoco , hay que forzarla y buscarle el sitio. Hace su función pero parace muy endeble. Compré esta marca porque tenía una desde hace 20 años y se me rompió la jarra... Pero la antigua esta a años luz de esta en calidad de material sin duda la anterior es mejor... Ya veremos cuanto dura....",Cliente Amazon,Revisado en España el 9 de septiembre de 2023,buen verdad sale facilidad jarra mete suavidad tampoco forzarla buscarle sitio función parace endeble compré marca años rompió jarra antigua años luz calidad material duda anterior mejor veremos cuanto dura
Constitución endeble,"3,0 de 5 estrellas","La cafetera de goteo hace su trabajo, sin embrago, y habiendo tenido está marca de cafetera previamente, se nota que ha decaído en la calidad de la constitución de los materiales. Estos son más endebles, cuesta para cerrar la puerta del filtro, las gomas inferiores no agarran la superficie lo que hace que hasta al presionar el botón de encendido la cafetera entera se mueva. En fin, hace café, Sí, es igual o mejor que sus predecesoras respecto a los materiales de construcción, No.",Alvin Betancourt,Revisado en España el 11 de junio de 2023,goteo trabajo embrago marca previamente nota decaído calidad constitución materiales endebles cuesta cerrar puerta filtro goma inferiores agarran superficie presionar botón encendido enteron mueva fin igual mejor predecesoras respecto materiales construcción
Era lo que esperaba,"4,0 de 5 estrellas",Pensaba que era un poco mas grande,Luis Viña Somer,Revisado en España el 2 de octubre de 2023,pensaba ma grande
Perfecto,"4,0 de 5 estrellas","Es tal cual anuncia el vendedor, va bien.",Jordi,Revisado en España el 25 de septiembre de 2023,tal anuncia vendedor va
"Cafetera pequeña, plástico malo,no pesa","4,0 de 5 estrellas","La cafetera es pequeña, parece de juguete,no pesa nada,es de plástico malo.Como no la agarres,se menea para todos los lados.
De momento parece que va bien,la tengo hace 1 semana solo y el café lo hace rápido y bueno, también depende de cómo lo cargues tú y cuánto eches de agua,porque todo influye.
No la volvería a comprar,pero no por nada,sino porque el blanco se queda amarillo y se mueve mucho a la mínima que la tocas,porque no pesa absolutamente nada.En cuanto pueda,cojo otra como las que siempre he tenido, cogí esta por la rapidez con la que me llegaba y la necesitaba una que la otra sme dejó de funcionar de repente.",Aitziber,Revisado en España el 13 de noviembre de 2021,pequeña parece juguete pesa plástico agarres menea lados momento parece va semana solo rápido bueno depende cómo cargues cuánto eches influye volvería comprar sino blanco queda amarillo mueve mínima tocas pesa absolutamente cuanto pueda cojo siempre cogí rapidez llegaba necesitaba sme dejó funcionar repente
"Lo que esperaba, suficiente","4,0 de 5 estrellas","Pedí una de seis tazas y me enviaron una de 12 tazas ,hubiera preferido una de 6 tazas,
Por no devolverla me quedé con ella",Cliente Amazon,Revisado en España el 30 de junio de 2023,pedí seis tazas enviaron tazas preferido tazas devolverla quedé
Cafetera,"4,0 de 5 estrellas","La máquina en general me gusta, aunque es mucho más pequeño de que he pensado. Hace café y esto muy rápido. Pero ojo, se tiene que asegurar de que la salida del café y la cafetera encajan perfectamente, si no todo sale por los lados. Pero apto para personas con poco espacio y que no toman café todo el rato.",Frankie,Revisado en España el 22 de octubre de 2022,general gusta aunque pequeño pensado rápido ojo asegurar salida encajan perfectamente sale lados apto persona espacio toman rato
Buena cafetera,"4,0 de 5 estrellas","Una cafetera pequeñita, para ser de 12 tazas, hace el café rápido . Fácil de usar y de limpiar.
Aunque, para mi gusto , es muy de plástico , parece de juguete",Anónimo,Revisado en España el 26 de abril de 2023,pequeñita ser tazas rápido fácil usar limpiar aunque gusto plástico parece juguete
